Официальный курс белорусского рубля по отношению к иностранным валютам, устанавливаемый Национальным банком																												
Республики Беларусь ежедневно, за период с 01.01.2011 по 31.12.2011																												
																												
Дата	1 австралийский доллар (AUD)	1 болгарский лев (BGN)	1 гривна (UAH)	1 датская крона (DKK)	1 доллар США (USD)	1 евро (EUR)	1 злотый (PLN)	1 исландская крона (ISK)	1 канадский доллар (CAD)	1 китайский юань (CNY)	1 крона (EEK)	1 кувейтский динар (KWD)	1 латвийский лат (LVL)	1 литовский лит (LTL)	1 молдавский лей (MDL)	1 норвежская крона (NOK)	1 российский рубль (RUB)	1 СДР (XDR)	1 сингапурский доллар (SGD)	1 сом (KGS)	1 тенге (KZT)	1 турецкая лира (TRY)	1 фунт стерлингов (GBP)	1 чешская крона (CZK)	1 шведская крона (SEK)	1 швейцарский франк (CHF)	10 иен (JPY)	1000 иранских риалов (IRR)
01.01.2011	 3 054,45 	 2 047,50 	 376,53 	 537,20 	 3 000,00 	 3 999,30 	 1 010,54 	 26,03 	 3 005,41 	 455,19 	 255,94 	 10 662,50 	 5 641,75 	 1 159,69 	 247,01 	 512,42 	 98,44 	 4 620,09 	 2 339,36 	 63,81 	 20,35 	 1 941,87 	 4 643,55 	 159,74 	 445,98 	 3 200,68 	 368,75 	 289,71 
02.01.2011	 3 054,45 	 2 047,50 	 376,53 	 537,20 	 3 000,00 	 3 999,30 	 1 010,54 	 26,03 	 3 005,41 	 455,19 	 255,94 	 10 662,50 	 5 641,75 	 1 159,69 	 247,01 	 512,42 	 98,44 	 4 620,09 	 2 339,36 	 63,81 	 20,35 	 1 941,87 	 4 643,55 	 159,74 	 445,98 	 3 200,68 	 368,75 	 289,71 
03.01.2011	 3 054,45 	 2 047,50 	 376,53 	 537,20 	 3 000,00 	 3 999,30 	 1 010,54 	 26,03 	 3 005,41 	 455,19 	 255,94 	 10 662,50 	 5 641,75 	 1 159,69 	 247,01 	 512,42 	 98,44 	 4 620,09 	 2 339,36 	 63,81 	 20,35 	 1 941,87 	 4 643,55 	 159,74 	 445,98 	 3 200,68 	 368,75 	 289,71 
04.01.2011	 3 060,18 	 2 040,83 	 376,40 	 535,50 	 2 999,00 	 3 981,77 	 1 007,41 	 25,93 	 3 020,29 	 455,08 	 256,27 	 10 669,94 	 5 624,00 	 1 155,77 	 246,11 	 512,46 	 98,40 	 4 618,55 	 2 332,40 	 63,64 	 20,35 	 1 929,86 	 4 645,90 	 159,45 	 445,85 	 3 200,30 	 368,70 	 289,71 
05.01.2011	 3 023,06 	 2 048,67 	 376,66 	 537,56 	 3 001,00 	 4 006,94 	 1 016,53 	 26,05 	 3 019,57 	 454,22 	 256,44 	 10 685,42 	 5 644,69 	 1 160,39 	 245,46 	 513,16 	 98,47 	 4 639,01 	 2 331,96 	 63,68 	 20,36 	 1 929,16 	 4 666,86 	 160,38 	 447,24 	 3 184,76 	 365,04 	 289,71 
06.01.2011	 3 006,80 	 2 036,15 	 376,73 	 534,32 	 3 002,00 	 3 977,65 	 1 019,27 	 25,90 	 3 003,50 	 453,53 	 256,53 	 10 678,71 	 5 613,31 	 1 153,37 	 243,92 	 509,72 	 98,50 	 4 642,26 	 2 328,40 	 63,70 	 20,41 	 1 941,41 	 4 674,11 	 160,24 	 445,13 	 3 158,84 	 365,67 	 289,71 
07.01.2011	 3 002,34 	 2 016,63 	 377,50 	 529,27 	 3 007,00 	 3 946,39 	 1 019,60 	 25,76 	 3 024,09 	 453,80 	 256,96 	 10 668,04 	 5 593,90 	 1 142,30 	 243,68 	 507,06 	 98,66 	 4 631,56 	 2 323,80 	 63,81 	 20,44 	 1 940,63 	 4 676,19 	 159,05 	 442,79 	 3 108,17 	 362,11 	 289,71 
08.01.2011	 3 002,34 	 2 016,63 	 377,50 	 529,27 	 3 007,00 	 3 946,39 	 1 019,60 	 25,76 	 3 024,09 	 453,80 	 256,96 	 10 668,04 	 5 593,90 	 1 142,30 	 243,68 	 507,06 	 98,66 	 4 631,56 	 2 323,80 	 63,81 	 20,44 	 1 940,63 	 4 676,19 	 159,05 	 442,79 	 3 108,17 	 362,11 	 289,71 
09.01.2011	 3 002,34 	 2 016,63 	 377,50 	 529,27 	 3 007,00 	 3 946,39 	 1 019,60 	 25,76 	 3 024,09 	 453,80 	 256,96 	 10 668,04 	 5 593,90 	 1 142,30 	 243,68 	 507,06 	 98,66 	 4 631,56 	 2 323,80 	 63,81 	 20,44 	 1 940,63 	 4 676,19 	 159,05 	 442,79 	 3 108,17 	 362,11 	 289,71 
10.01.2011	 3 002,34 	 2 016,63 	 377,50 	 529,27 	 3 007,00 	 3 946,39 	 1 019,60 	 25,76 	 3 024,09 	 453,80 	 256,96 	 10 668,04 	 5 593,90 	 1 142,30 	 243,68 	 507,06 	 98,66 	 4 631,56 	 2 323,80 	 63,81 	 20,44 	 1 940,63 	 4 676,19 	 159,05 	 442,79 	 3 108,17 	 362,11 	 289,71 
11.01.2011	 2 987,41 	 1 987,87 	 378,53 	 521,92 	 3 015,00 	 3 886,94 	 996,84 	 25,49 	 3 025,44 	 454,22 	 257,64 	 10 666,15 	 5 542,79 	 1 126,18 	 244,82 	 504,67 	 98,93 	 4 597,72 	 2 317,80 	 63,92 	 20,47 	 1 902,93 	 4 670,84 	 158,08 	 435,52 	 3 124,03 	 362,08 	 289,71 
12.01.2011	 2 970,69 	 1 996,69 	 378,52 	 524,19 	 3 017,00 	 3 901,28 	 1 004,46 	 25,49 	 3 041,94 	 455,79 	 257,81 	 10 684,18 	 5 572,07 	 1 131,02 	 243,75 	 505,44 	 98,51 	 4 596,85 	 2 328,74 	 63,96 	 20,50 	 1 916,16 	 4 694,30 	 159,27 	 439,17 	 3 111,43 	 362,93 	 289,71 
13.01.2011	 2 992,78 	 2 011,27 	 378,06 	 528,05 	 3 016,00 	 3 922,61 	 1 025,45 	 25,51 	 3 054,18 	 456,71 	 257,73 	 10 693,90 	 5 611,16 	 1 139,40 	 243,32 	 509,42 	 99,21 	 4 604,83 	 2 339,34 	 63,94 	 20,48 	 1 924,21 	 4 723,21 	 160,95 	 443,72 	 3 104,32 	 363,33 	 289,71 
14.01.2011	 2 996,15 	 2 022,44 	 377,71 	 531,01 	 3 010,00 	 3 951,83 	 1 025,82 	 25,62 	 3 046,87 	 455,60 	 257,21 	 10 688,54 	 5 644,10 	 1 145,66 	 241,88 	 509,55 	 100,02 	 4 596,51 	 2 335,51 	 63,81 	 20,47 	 1 926,28 	 4 737,44 	 162,36 	 445,68 	 3 088,76 	 362,32 	 289,71 
15.01.2011	 2 992,09 	 2 061,64 	 378,38 	 541,34 	 3 010,00 	 4 045,44 	 1 039,44 	 25,91 	 3 033,20 	 456,83 	 257,21 	 10 719,37 	 5 748,66 	 1 167,89 	 242,64 	 513,16 	 100,49 	 4 626,19 	 2 336,23 	 63,81 	 20,47 	 1 943,94 	 4 762,57 	 165,31 	 448,75 	 3 127,60 	 364,47 	 289,71 
16.01.2011	 2 992,09 	 2 061,64 	 378,38 	 541,34 	 3 010,00 	 4 045,44 	 1 039,44 	 25,91 	 3 033,20 	 456,83 	 257,21 	 10 719,37 	 5 748,66 	 1 167,89 	 242,64 	 513,16 	 100,49 	 4 626,19 	 2 336,23 	 63,81 	 20,47 	 1 943,94 	 4 762,57 	 165,31 	 448,75 	 3 127,60 	 364,47 	 289,71 
17.01.2011	 2 992,09 	 2 061,64 	 378,38 	 541,34 	 3 010,00 	 4 045,44 	 1 039,44 	 25,91 	 3 033,20 	 456,83 	 257,21 	 10 719,37 	 5 748,66 	 1 167,89 	 242,64 	 513,16 	 100,49 	 4 626,19 	 2 336,23 	 63,81 	 20,47 	 1 943,94 	 4 762,57 	 165,31 	 448,75 	 3 127,60 	 364,47 	 289,71 
18.01.2011	 2 984,40 	 2 045,18 	 379,36 	 536,86 	 3 015,00 	 4 006,03 	 1 034,34 	 25,76 	 3 047,92 	 457,37 	 257,64 	 10 725,72 	 5 697,82 	 1 158,48 	 242,95 	 513,33 	 100,32 	 4 664,33 	 2 334,13 	 63,58 	 20,51 	 1 939,09 	 4 780,13 	 164,23 	 448,23 	 3 117,73 	 363,60 	 289,71 
19.01.2011	 3 012,59 	 2 067,12 	 379,27 	 542,67 	 3 015,00 	 4 036,18 	 1 045,42 	 25,84 	 3 060,45 	 457,99 	 257,64 	 10 741,77 	 5 758,76 	 1 170,92 	 245,17 	 517,96 	 100,88 	 4 664,33 	 2 349,05 	 63,58 	 20,50 	 1 965,45 	 4 817,07 	 166,92 	 453,62 	 3 148,33 	 365,74 	 289,71 
20.01.2011	 3 032,19 	 2 074,59 	 379,34 	 544,61 	 3 015,00 	 4 058,79 	 1 043,83 	 25,74 	 3 039,47 	 458,03 	 257,64 	 10 758,25 	 5 778,08 	 1 175,21 	 247,64 	 517,44 	 101,09 	 4 675,72 	 2 353,26 	 63,58 	 20,52 	 1 960,85 	 4 827,77 	 167,11 	 454,47 	 3 148,00 	 366,86 	 289,71 
21.01.2011	 3 003,79 	 2 078,57 	 379,54 	 545,66 	 3 016,00 	 4 061,04 	 1 045,39 	 25,76 	 3 025,23 	 457,96 	 257,73 	 10 756,45 	 5 782,76 	 1 177,37 	 248,18 	 517,32 	 100,82 	 4 686,77 	 2 343,62 	 63,60 	 20,53 	 1 938,55 	 4 818,51 	 167,36 	 455,35 	 3 159,94 	 367,29 	 289,71 
22.01.2011	 2 979,74 	 2 089,41 	 379,95 	 548,43 	 3 017,00 	 4 088,64 	 1 051,22 	 25,80 	 3 024,86 	 458,34 	 257,81 	 10 760,78 	 5 814,22 	 1 183,51 	 250,48 	 516,51 	 100,53 	 4 693,00 	 2 348,59 	 63,62 	 20,53 	 1 906,48 	 4 802,31 	 168,01 	 454,77 	 3 130,64 	 364,44 	 289,71 
23.01.2011	 2 979,74 	 2 089,41 	 379,95 	 548,43 	 3 017,00 	 4 088,64 	 1 051,22 	 25,80 	 3 024,86 	 458,34 	 257,81 	 10 760,78 	 5 814,22 	 1 183,51 	 250,48 	 516,51 	 100,53 	 4 693,00 	 2 348,59 	 63,62 	 20,53 	 1 906,48 	 4 802,31 	 168,01 	 454,77 	 3 130,64 	 364,44 	 289,71 
24.01.2011	 2 979,74 	 2 089,41 	 379,95 	 548,43 	 3 017,00 	 4 088,64 	 1 051,22 	 25,80 	 3 024,86 	 458,34 	 257,81 	 10 760,78 	 5 814,22 	 1 183,51 	 250,48 	 516,51 	 100,53 	 4 693,00 	 2 348,59 	 63,62 	 20,53 	 1 906,48 	 4 802,31 	 168,01 	 454,77 	 3 130,64 	 364,44 	 289,71 
25.01.2011	 2 985,09 	 2 092,77 	 379,49 	 549,27 	 3 016,00 	 4 092,71 	 1 057,58 	 25,71 	 3 029,94 	 458,28 	 257,73 	 10 770,66 	 5 822,96 	 1 185,65 	 250,50 	 518,11 	 101,03 	 4 688,67 	 2 349,09 	 63,52 	 20,54 	 1 915,10 	 4 817,91 	 168,62 	 456,85 	 3 137,09 	 364,19 	 289,71 
26.01.2011	 2 999,20 	 2 099,61 	 379,58 	 550,97 	 3 012,00 	 4 108,37 	 1 059,98 	 25,78 	 3 031,25 	 457,57 	 257,38 	 10 765,99 	 5 841,17 	 1 189,20 	 247,24 	 521,32 	 101,09 	 4 687,46 	 2 350,37 	 63,43 	 20,52 	 1 929,90 	 4 793,30 	 169,67 	 459,65 	 3 166,36 	 365,38 	 289,71 
27.01.2011	 3 005,88 	 2 109,28 	 379,31 	 553,53 	 3 011,00 	 4 121,16 	 1 065,16 	 25,92 	 3 025,07 	 457,48 	 257,30 	 10 766,65 	 5 864,82 	 1 194,96 	 249,15 	 523,78 	 101,12 	 4 693,91 	 2 352,90 	 63,41 	 20,50 	 1 916,37 	 4 764,91 	 170,25 	 463,68 	 3 184,73 	 366,66 	 289,71 
28.01.2011	 2 987,75 	 2 106,15 	 379,51 	 552,69 	 3 012,00 	 4 113,19 	 1 060,26 	 25,89 	 3 023,94 	 457,61 	 257,38 	 10 767,53 	 5 838,34 	 1 193,15 	 250,79 	 521,78 	 101,50 	 4 706,10 	 2 352,39 	 63,43 	 20,52 	 1 917,25 	 4 796,91 	 170,42 	 465,52 	 3 186,63 	 363,88 	 289,71 
29.01.2011	 2 986,46 	 2 108,99 	 378,50 	 553,35 	 3 011,00 	 4 121,16 	 1 053,85 	 25,99 	 3 020,82 	 457,29 	 257,30 	 10 765,49 	 5 850,58 	 1 194,51 	 251,55 	 519,67 	 101,49 	 4 709,38 	 2 349,96 	 63,41 	 20,51 	 1 894,01 	 4 780,11 	 170,14 	 464,76 	 3 181,70 	 364,24 	 289,71 
30.01.2011	 2 986,46 	 2 108,99 	 378,50 	 553,35 	 3 011,00 	 4 121,16 	 1 053,85 	 25,99 	 3 020,82 	 457,29 	 257,30 	 10 765,49 	 5 850,58 	 1 194,51 	 251,55 	 519,67 	 101,49 	 4 709,38 	 2 349,96 	 63,41 	 20,51 	 1 894,01 	 4 780,11 	 170,14 	 464,76 	 3 181,70 	 364,24 	 289,71 
31.01.2011	 2 986,46 	 2 108,99 	 378,50 	 553,35 	 3 011,00 	 4 121,16 	 1 053,85 	 25,99 	 3 020,82 	 457,29 	 257,30 	 10 765,49 	 5 850,58 	 1 194,51 	 251,55 	 519,67 	 101,49 	 4 709,38 	 2 349,96 	 63,41 	 20,51 	 1 894,01 	 4 780,11 	 170,14 	 464,76 	 3 181,70 	 364,24 	 289,71 
01.02.2011	 2 994,35 	 2 100,02 	 379,48 	 550,99 	 3 015,00 	 4 101,91 	 1 041,38 	 25,91 	 3 010,03 	 456,48 	 257,64 	 10 754,41 	 5 834,54 	 1 189,47 	 250,94 	 517,48 	 101,17 	 4 716,36 	 2 349,41 	 63,78 	 20,52 	 1 872,38 	 4 779,83 	 169,13 	 461,98 	 3 199,45 	 367,12 	 290,76 
02.02.2011	 3 022,14 	 2 110,83 	 378,53 	 553,83 	 3 011,00 	 4 128,98 	 1 054,49 	 26,00 	 3 014,77 	 456,50 	 257,30 	 10 775,12 	 5 876,84 	 1 195,74 	 250,60 	 523,33 	 101,53 	 4 703,00 	 2 356,12 	 63,70 	 20,50 	 1 891,33 	 4 834,31 	 170,87 	 468,69 	 3 196,56 	 368,12 	 290,76 
03.02.2011	 3 042,22 	 2 124,31 	 378,04 	 557,29 	 3 006,00 	 4 157,30 	 1 065,43 	 26,16 	 3 041,12 	 458,34 	 256,87 	 10 812,95 	 5 922,57 	 1 203,29 	 251,55 	 526,31 	 102,17 	 4 716,80 	 2 361,35 	 63,59 	 20,48 	 1 901,99 	 4 862,36 	 172,57 	 470,23 	 3 215,15 	 369,04 	 290,76 
04.02.2011	 3 045,83 	 2 120,63 	 377,95 	 556,35 	 3 006,00 	 4 145,88 	 1 061,74 	 26,14 	 3 044,98 	 458,34 	 256,87 	 10 759,54 	 5 912,67 	 1 201,25 	 252,02 	 525,15 	 102,42 	 4 725,37 	 2 363,02 	 63,59 	 20,48 	 1 903,31 	 4 874,23 	 172,05 	 467,18 	 3 192,78 	 368,13 	 290,76 
05.02.2011	 3 068,51 	 2 099,43 	 378,43 	 550,79 	 3 011,00 	 4 106,10 	 1 051,35 	 25,97 	 3 042,18 	 459,10 	 257,30 	 10 757,41 	 5 853,42 	 1 189,20 	 252,26 	 525,08 	 102,37 	 4 727,78 	 2 364,35 	 63,70 	 20,52 	 1 877,12 	 4 864,12 	 171,42 	 466,47 	 3 179,85 	 368,97 	 290,76 
06.02.2011	 3 068,51 	 2 099,43 	 378,43 	 550,79 	 3 011,00 	 4 106,10 	 1 051,35 	 25,97 	 3 042,18 	 459,10 	 257,30 	 10 757,41 	 5 853,42 	 1 189,20 	 252,26 	 525,08 	 102,37 	 4 727,78 	 2 364,35 	 63,70 	 20,52 	 1 877,12 	 4 864,12 	 171,42 	 466,47 	 3 179,85 	 368,97 	 290,76 
07.02.2011	 3 068,51 	 2 099,43 	 378,43 	 550,79 	 3 011,00 	 4 106,10 	 1 051,35 	 25,97 	 3 042,18 	 459,10 	 257,30 	 10 757,41 	 5 853,42 	 1 189,20 	 252,26 	 525,08 	 102,37 	 4 727,78 	 2 364,35 	 63,70 	 20,52 	 1 877,12 	 4 864,12 	 171,42 	 466,47 	 3 179,85 	 368,97 	 290,76 
08.02.2011	 3 053,46 	 2 095,12 	 378,62 	 549,65 	 3 011,00 	 4 098,57 	 1 059,47 	 25,97 	 3 047,11 	 458,99 	 257,30 	 10 749,73 	 5 845,47 	 1 186,76 	 252,89 	 521,39 	 102,52 	 4 707,70 	 2 360,83 	 63,49 	 20,52 	 1 911,14 	 4 866,53 	 170,41 	 464,88 	 3 143,83 	 365,77 	 290,76 
09.02.2011	 3 058,99 	 2 092,38 	 378,06 	 548,92 	 3 008,00 	 4 102,61 	 1 055,98 	 25,93 	 3 041,92 	 458,99 	 257,04 	 10 737,49 	 5 833,98 	 1 185,28 	 249,73 	 521,56 	 102,82 	 4 688,03 	 2 362,64 	 63,43 	 20,52 	 1 913,49 	 4 844,23 	 170,26 	 466,52 	 3 150,07 	 366,49 	 290,76 
10.02.2011	 3 041,95 	 2 098,55 	 378,18 	 550,53 	 3 009,00 	 4 108,19 	 1 052,19 	 25,92 	 3 025,34 	 456,43 	 257,13 	 10 747,39 	 5 852,38 	 1 188,76 	 249,69 	 520,80 	 102,69 	 4 707,28 	 2 358,34 	 63,45 	 20,55 	 1 895,61 	 4 838,62 	 169,80 	 467,08 	 3 122,02 	 364,46 	 290,76 
11.02.2011	 3 023,39 	 2 098,80 	 378,35 	 550,66 	 3 010,00 	 4 110,76 	 1 046,01 	 25,85 	 3 017,09 	 456,97 	 257,21 	 10 745,01 	 5 835,03 	 1 189,16 	 249,77 	 517,30 	 102,54 	 4 700,48 	 2 355,61 	 63,47 	 20,56 	 1 885,20 	 4 834,36 	 169,20 	 464,54 	 3 125,32 	 363,77 	 290,76 
12.02.2011	 3 009,78 	 2 085,81 	 378,91 	 547,13 	 3 014,00 	 4 083,97 	 1 037,72 	 25,70 	 3 022,61 	 457,23 	 257,56 	 10 754,88 	 5 792,81 	 1 181,57 	 250,31 	 512,90 	 102,80 	 4 706,72 	 2 349,64 	 63,56 	 20,59 	 1 889,66 	 4 837,92 	 168,29 	 462,46 	 3 105,14 	 361,30 	 290,76 
13.02.2011	 3 009,78 	 2 085,81 	 378,91 	 547,13 	 3 014,00 	 4 083,97 	 1 037,72 	 25,70 	 3 022,61 	 457,23 	 257,56 	 10 754,88 	 5 792,81 	 1 181,57 	 250,31 	 512,90 	 102,80 	 4 706,72 	 2 349,64 	 63,56 	 20,59 	 1 889,66 	 4 837,92 	 168,29 	 462,46 	 3 105,14 	 361,30 	 290,76 
14.02.2011	 3 009,78 	 2 085,81 	 378,91 	 547,13 	 3 014,00 	 4 083,97 	 1 037,72 	 25,70 	 3 022,61 	 457,23 	 257,56 	 10 754,88 	 5 792,81 	 1 181,57 	 250,31 	 512,90 	 102,80 	 4 706,72 	 2 349,64 	 63,56 	 20,59 	 1 889,66 	 4 837,92 	 168,29 	 462,46 	 3 105,14 	 361,30 	 290,76 
15.02.2011	 3 029,07 	 2 078,18 	 379,26 	 545,06 	 3 017,00 	 4 068,42 	 1 036,70 	 25,60 	 3 055,34 	 457,34 	 257,81 	 10 754,26 	 5 768,64 	 1 177,00 	 252,09 	 513,21 	 103,12 	 4 688,84 	 2 354,27 	 63,64 	 20,61 	 1 903,47 	 4 834,14 	 167,90 	 462,64 	 3 101,20 	 362,49 	 290,76 
16.02.2011	 3 026,09 	 2 086,46 	 379,56 	 547,15 	 3 019,00 	 4 077,46 	 1 036,18 	 25,67 	 3 058,45 	 458,17 	 257,98 	 10 768,87 	 5 780,76 	 1 181,91 	 251,58 	 517,70 	 103,09 	 4 684,52 	 2 356,48 	 63,68 	 20,63 	 1 889,30 	 4 854,10 	 167,70 	 465,77 	 3 115,42 	 361,12 	 290,76 
17.02.2011	 3 019,96 	 2 092,06 	 379,26 	 548,76 	 3 018,00 	 4 091,20 	 1 045,68 	 25,73 	 3 058,84 	 458,01 	 257,90 	 10 776,26 	 5 800,50 	 1 185,20 	 250,87 	 521,30 	 103,10 	 4 696,52 	 2 359,66 	 63,66 	 20,62 	 1 899,31 	 4 878,75 	 168,29 	 467,05 	 3 137,05 	 360,83 	 290,76 
18.02.2011	 3 031,32 	 2 090,69 	 379,61 	 548,43 	 3 020,00 	 4 090,89 	 1 046,21 	 25,87 	 3 066,92 	 458,53 	 258,07 	 10 777,05 	 5 798,77 	 1 184,22 	 251,14 	 524,22 	 103,27 	 4 695,01 	 2 360,85 	 63,70 	 20,65 	 1 909,82 	 4 857,22 	 167,98 	 467,97 	 3 156,68 	 361,42 	 290,76 
19.02.2011	 3 057,45 	 2 099,12 	 379,59 	 550,78 	 3 020,00 	 4 102,07 	 1 052,21 	 25,78 	 3 067,86 	 459,42 	 258,07 	 10 789,57 	 5 827,30 	 1 189,16 	 249,77 	 529,17 	 103,22 	 4 701,26 	 2 367,98 	 63,70 	 20,66 	 1 913,81 	 4 892,10 	 168,61 	 471,02 	 3 169,44 	 362,05 	 290,76 
20.02.2011	 3 057,45 	 2 099,12 	 379,59 	 550,78 	 3 020,00 	 4 102,07 	 1 052,21 	 25,78 	 3 067,86 	 459,42 	 258,07 	 10 789,57 	 5 827,30 	 1 189,16 	 249,77 	 529,17 	 103,22 	 4 701,26 	 2 367,98 	 63,70 	 20,66 	 1 913,81 	 4 892,10 	 168,61 	 471,02 	 3 169,44 	 362,05 	 290,76 
21.02.2011	 3 057,45 	 2 099,12 	 379,59 	 550,78 	 3 020,00 	 4 102,07 	 1 052,21 	 25,78 	 3 067,86 	 459,42 	 258,07 	 10 789,57 	 5 827,30 	 1 189,16 	 249,77 	 529,17 	 103,22 	 4 701,26 	 2 367,98 	 63,70 	 20,66 	 1 913,81 	 4 892,10 	 168,61 	 471,02 	 3 169,44 	 362,05 	 290,76 
22.02.2011	 3 055,08 	 2 114,29 	 379,49 	 554,68 	 3 019,00 	 4 132,11 	 1 053,38 	 25,88 	 3 064,66 	 459,71 	 257,98 	 10 804,33 	 5 872,97 	 1 197,80 	 249,68 	 532,16 	 103,55 	 4 704,02 	 2 368,87 	 63,61 	 20,65 	 1 911,36 	 4 899,84 	 168,92 	 471,87 	 3 187,12 	 363,17 	 290,76 
23.02.2011	 3 027,18 	 2 095,71 	 380,50 	 549,83 	 3 024,00 	 4 099,94 	 1 033,55 	 25,61 	 3 065,54 	 459,57 	 258,41 	 10 801,16 	 5 817,62 	 1 187,14 	 250,69 	 527,61 	 103,26 	 4 711,82 	 2 357,62 	 63,71 	 20,68 	 1 887,05 	 4 880,43 	 167,24 	 464,89 	 3 197,46 	 364,84 	 290,76 
24.02.2011	 3 033,73 	 2 120,66 	 380,49 	 556,34 	 3 023,00 	 4 145,14 	 1 048,18 	 25,87 	 3 057,70 	 459,81 	 258,32 	 10 817,68 	 5 883,04 	 1 201,25 	 251,63 	 536,42 	 103,22 	 4 725,73 	 2 368,57 	 63,69 	 20,70 	 1 899,35 	 4 903,15 	 169,31 	 471,71 	 3 227,98 	 365,60 	 290,76 
25.02.2011	 3 034,19 	 2 129,10 	 380,56 	 558,75 	 3 023,00 	 4 150,88 	 1 045,48 	 25,96 	 3 069,66 	 459,70 	 258,32 	 10 836,68 	 5 911,80 	 1 206,35 	 251,95 	 538,66 	 103,67 	 4 738,34 	 2 362,64 	 63,69 	 20,70 	 1 877,64 	 4 891,06 	 169,76 	 472,96 	 3 265,81 	 369,27 	 290,76 
26.02.2011	 3 048,84 	 2 130,66 	 380,62 	 558,98 	 3 020,00 	 4 168,20 	 1 046,38 	 26,01 	 3 073,17 	 459,35 	 258,07 	 10 832,91 	 5 919,25 	 1 207,11 	 252,14 	 538,01 	 104,35 	 4 739,01 	 2 368,44 	 63,63 	 20,69 	 1 883,38 	 4 868,69 	 169,93 	 472,98 	 3 258,35 	 368,49 	 290,76 
27.02.2011	 3 048,84 	 2 130,66 	 380,62 	 558,98 	 3 020,00 	 4 168,20 	 1 046,38 	 26,01 	 3 073,17 	 459,35 	 258,07 	 10 832,91 	 5 919,25 	 1 207,11 	 252,14 	 538,01 	 104,35 	 4 739,01 	 2 368,44 	 63,63 	 20,69 	 1 883,38 	 4 868,69 	 169,93 	 472,98 	 3 258,35 	 368,49 	 290,76 
28.02.2011	 3 048,84 	 2 130,66 	 380,62 	 558,98 	 3 020,00 	 4 168,20 	 1 046,38 	 26,01 	 3 073,17 	 459,35 	 258,07 	 10 832,91 	 5 919,25 	 1 207,11 	 252,14 	 538,01 	 104,35 	 4 739,01 	 2 368,44 	 63,63 	 20,69 	 1 883,38 	 4 868,69 	 169,93 	 472,98 	 3 258,35 	 368,49 	 290,76 
01.03.2011	 3 071,41 	 2 132,83 	 380,72 	 559,48 	 3 022,00 	 4 159,18 	 1 050,24 	 26,03 	 3 095,99 	 460,00 		 10 847,09 	 5 922,01 	 1 208,22 	 253,52 	 538,32 	 104,56 	 4 743,24 	 2 378,03 	 63,66 	 20,70 	 1 887,81 	 4 877,36 	 170,78 	 474,34 	 3 259,98 	 369,69 	 292,77 
02.03.2011	 3 076,32 	 2 136,77 	 380,23 	 560,55 	 3 020,00 	 4 172,73 	 1 057,26 	 26,10 	 3 108,12 	 459,65 		 10 851,99 	 5 932,04 	 1 210,35 	 253,52 	 540,64 	 105,02 	 4 750,61 	 2 377,58 	 63,62 	 20,71 	 1 878,69 	 4 926,07 	 171,63 	 479,69 	 3 243,30 	 367,62 	 292,77 
03.03.2011	 3 055,48 	 2 128,33 	 380,04 	 558,29 	 3 020,00 	 4 158,24 	 1 047,12 	 26,02 	 3 092,52 	 459,49 		 10 852,77 	 5 903,63 	 1 205,61 	 252,55 	 539,59 	 105,49 	 4 750,16 	 2 376,08 	 63,62 	 20,71 	 1 869,04 	 4 908,71 	 170,92 	 477,08 	 3 257,47 	 368,58 	 292,77 
04.03.2011	 3 064,78 	 2 136,18 	 379,84 	 560,32 	 3 018,00 	 4 180,53 	 1 051,53 	 26,06 	 3 098,40 	 459,19 		 10 854,16 	 5 930,44 	 1 210,10 	 250,97 	 542,55 	 106,56 	 4 749,00 	 2 378,63 	 63,58 	 20,71 	 1 869,25 	 4 924,47 	 172,30 	 477,65 	 3 255,49 	 368,97 	 292,77 
05.03.2011	 3 054,20 	 2 152,26 	 379,77 	 564,55 	 3 015,00 	 4 207,73 	 1 055,21 	 26,18 	 3 096,60 	 459,08 		 10 847,27 	 5 962,03 	 1 219,24 	 250,73 	 540,82 	 106,96 	 4 749,62 	 2 379,07 	 63,51 	 20,70 	 1 883,20 	 4 897,42 	 173,56 	 477,37 	 3 242,11 	 365,59 	 292,77 
06.03.2011	 3 054,20 	 2 152,26 	 379,77 	 564,55 	 3 015,00 	 4 207,73 	 1 055,21 	 26,18 	 3 096,60 	 459,08 		 10 847,27 	 5 962,03 	 1 219,24 	 250,73 	 540,82 	 106,96 	 4 749,62 	 2 379,07 	 63,51 	 20,70 	 1 883,20 	 4 897,42 	 173,56 	 477,37 	 3 242,11 	 365,59 	 292,77 
07.03.2011	 3 054,20 	 2 152,26 	 379,77 	 564,55 	 3 015,00 	 4 207,73 	 1 055,21 	 26,18 	 3 096,60 	 459,08 		 10 847,27 	 5 962,03 	 1 219,24 	 250,73 	 540,82 	 106,96 	 4 749,62 	 2 379,07 	 63,51 	 20,70 	 1 883,20 	 4 897,42 	 173,56 	 477,37 	 3 242,11 	 365,59 	 292,77 
08.03.2011	 3 054,20 	 2 152,26 	 379,77 	 564,55 	 3 015,00 	 4 207,73 	 1 055,21 	 26,18 	 3 096,60 	 459,08 		 10 847,27 	 5 962,03 	 1 219,24 	 250,73 	 540,82 	 106,96 	 4 749,62 	 2 379,07 	 63,51 	 20,70 	 1 883,20 	 4 897,42 	 173,56 	 477,37 	 3 242,11 	 365,59 	 292,77 
